DATAFLOW,Frequency,Time,Pacific Island Countries and territories,Indicator,Sex,Age,Urbanization,Poverty,Food security,Food category,OBS_VALUE,Unit of measure
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Sanma,Percentage of HH who consumed at least one product of the group,Total,All ages,Rural,Total,Total,Oils and fats,6.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Penama,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Roots and tubers,86.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,Urban,Total,Total,Pulses,0.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Malampa,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Stimulants,4.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,Rural,Total,Total,Fruits and fruit products,43.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed more than the average number of products consumed in the group,Female,All ages,National,Total,Total,Fruits and fruit products,38.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed more than the average number of products consumed in the group,Female,All ages,National,Total,Total,Tobacco/kava,10.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed more than the average number of products consumed in the group,Total,60+,National,Total,Total,Spices and additive,20.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Milk and cheese,14.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,Rural,Total,Total,Pulses,0.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Sanma,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,Rural,Total,Total,Fruits and fruit products,56.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,Rural,Total,Total,Pulses,3.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Tafea,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Meals consumed away from home,46.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Male,All ages,National,Total,Total,Spices and additive,66.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Female,All ages,National,Total,Total,Pulses,0.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Total,15-24,National,Total,Total,Milk and cheese,10.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Moderately or severely food insecure,Milk and cheese,10.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Spices and additive,1.4,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Total,All ages,Urban,Total,Total,Milk and cheese,1.3,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Total,All ages,Rural,Total,Total,Stimulants,1.1,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Malampa,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Vegetable oils and fats,1.3,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Average number of products consumed by household by food group,Total,All ages,Urban,Total,Total,Milk and cheese,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Total,15-24,National,Total,Total,Spices and additive,1.3,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Total,25-59,National,Total,Total,Roots and tubers,2.1,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Total,25-59,National,Total,Total,Non alcoholoc beverages,1.4,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Total,All ages,National,Poverty,Total,Eggs,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Average edible quantity,Total,All ages,National,Total,Total,Vegetables and vegetable products,48.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Total,All ages,National,Total,Total,Eggs,0.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Southern Kiribati,Average edible quantity,Total,All ages,National,Total,Total,Vegetables and vegetable products,43.8,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Southern Kiribati,Average edible quantity,Total,All ages,National,Total,Total,Meals consumed away from home,0.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Line & Phoenix,Average edible quantity,Total,All ages,National,Total,Total,Vegetables and vegetable products,24.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Total,All ages,Rural,Total,Total,Meals consumed away from home,292.7,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Line & Phoenix,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Cereals and cereal products,971.5,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Female,All ages,National,Total,Total,Non alcoholoc beverages,85.7,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Total,25-59,National,Total,Total,Fruits and fruit products,197.2,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Total,All ages,National,No poverty,Total,Vegetable oils and fats,95.7,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Total,All ages,National,Total,Moderately or severely food insecure,Vegetables and vegetable products,16.8,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Total,All ages,National,Total,Moderately or severely food insecure,Meals consumed away from home,320.1,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average expenditures,Total,All ages,Rural,Total,Total,Cereals and cereal products,0.5,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Line & Phoenix,Average expenditures,Total,All ages,National,Total,Total,Alcoholic beverages,0.1,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average expenditures,Total,60+,National,Total,Total,Sugars and syrups,0.1,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average expenditures,Total,All ages,National,Poverty,Total,Spices and additive,0.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Total,All ages,Urban,Total,Total,Sugars and syrups,93.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Central Kiribati,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Cereals and cereal products,100.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Line & Phoenix,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Oils crops,16.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Male,All ages,National,Total,Total,Sugars and syrups,90.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Moderately or severely food insecure,Tobacco/kava,89.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,All ages,Urban,Total,Total,Alcoholic beverages,34.5,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Central Kiribati,Average quantity as acquired,Total,All ages,National,Total,Total,Vegetables and vegetable products,105.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Southern Kiribati,Average quantity as acquired,Total,All ages,National,Total,Total,Milk and cheese,2.5,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,25-59,National,Total,Total,Meat and meat products,40.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,Urban,Total,Total,Oils crops,0.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,Rural,Total,Total,Fruits and fruit products,29.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Pulses,0.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Northern Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Sugars and syrups,10.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Total,15-24,National,Total,Total,Alcoholic beverages,7.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Total,15-24,National,Total,Total,Tobacco/kava,35.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Northern Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Alcoholic beverages,12.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Central Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Fruits and fruit products,56.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Southern Kiribati,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Meat and meat products,1.2,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average number of products consumed by household by food group,Total,25-59,National,Total,Total,Fish and fish products,2.6,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Total,All ages,Rural,Total,Total,Vegetable oils and fats,2.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Isabel,Average quantity as acquired,Total,All ages,National,Total,Total,Fruits and fruit products,147.6,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Average quantity as acquired,Total,All ages,National,Total,Total,Roots and tubers,968.6,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Average quantity as acquired,Total,All ages,National,Total,Total,Eggs,0.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Makira-Ulawa,Average quantity as acquired,Total,All ages,National,Total,Total,Vegetable oils and fats,1.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Total,15-24,National,Total,Total,Miscellaneous and prepared foods,16.6,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Total,25-59,National,Total,Total,Tree nuts,13.5,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,All ages,Urban,Total,Total,Fruits and fruit products,45.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,All ages,Rural,Total,Total,Spices and additive,3.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Choiseul,Average edible quantity,Total,All ages,National,Total,Total,Tobacco/kava,7.3,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Isabel,Average edible quantity,Total,All ages,National,Total,Total,Vegetables and vegetable products,189.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Guadalcanal,Average edible quantity,Total,All ages,National,Total,Total,Miscellaneous and prepared foods,15.9,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Average edible quantity,Total,All ages,National,Total,Total,Alcoholic beverages,6.5,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Male,All ages,National,Total,Total,Milk and cheese,0.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Central,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Meals consumed away from home,38.7,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Guadalcanal,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Eggs,0.8,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Meat and meat products,8.4,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Oils crops,188.3,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average Dietary Energy Consumption,Male,All ages,National,Total,Total,Meat and meat products,16.3,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average Dietary Energy Consumption,Female,All ages,National,Total,Total,Pulses,0.0,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average Dietary Energy Consumption,Total,60+,National,Total,Total,Fish and fish products,174.1,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,All ages,Rural,Total,Total,Meat and meat products,0.5,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Makira-Ulawa,Average expenditures,Total,All ages,National,Total,Total,Miscellaneous and prepared foods,0.1,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Temotu,Average expenditures,Total,All ages,National,Total,Total,Milk and cheese,0.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,25-59,National,Total,Total,Meals consumed away from home,0.3,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Fish and fish products,97.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,All ages,Urban,Total,Total,Miscellaneous and prepared foods,83.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Guadalcanal,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Non alcoholoc beverages,50.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Makira-Ulawa,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Fish and fish products,94.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Temotu,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Meat and meat products,35.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Milk and cheese,9.6,units
